org_id,name,year,month,report_count
443,"Focal Point Smart Irrigation, LLC",2024,5,3
443,"Focal Point Smart Irrigation, LLC",2024,6,4
443,"Focal Point Smart Irrigation, LLC",2024,9,11
443,"Focal Point Smart Irrigation, LLC",2024,10,7
464,Lawn Beautician Inc,2023,4,2
467,Four Seasons Lawn Care,2024,7,1
467,Four Seasons Lawn Care,2024,8,1
472,Local Roots Landscaping,2023,4,1
472,Local Roots Landscaping,2023,5,13
472,Local Roots Landscaping,2023,6,10
472,Local Roots Landscaping,2023,7,29
472,Local Roots Landscaping,2023,8,9
472,Local Roots Landscaping,2023,9,2
472,Local Roots Landscaping,2023,11,1
472,Local Roots Landscaping,2023,12,9
472,Local Roots Landscaping,2024,4,1
472,Local Roots Landscaping,2024,5,2
472,Local Roots Landscaping,2024,6,2
472,Local Roots Landscaping,2024,7,4
472,Local Roots Landscaping,2024,8,1
472,Local Roots Landscaping,2024,9,1
472,Local Roots Landscaping,2024,10,2
472,Local Roots Landscaping,2024,11,1
472,Local Roots Landscaping,2024,12,1
475,Command7,2023,3,2
475,Command7,2023,5,23
475,Command7,2023,6,487
475,Command7,2023,7,64
475,Command7,2023,8,22
475,Command7,2023,9,31
475,Command7,2023,10,49
475,Command7,2023,11,19
475,Command7,2023,12,19
475,Command7,2024,1,9
475,Command7,2024,2,13
475,Command7,2024,3,37
475,Command7,2024,4,20
475,Command7,2024,5,55
475,Command7,2024,6,29
475,Command7,2024,7,41
475,Command7,2024,8,50
475,Command7,2024,9,45
475,Command7,2024,10,22
475,Command7,2024,11,21
475,Command7,2024,12,1
485,Anish test,2023,6,1
485,Anish test,2023,7,2
485,Anish test,2023,8,1
485,Anish test,2023,11,11
487,TG,2024,2,1
487,TG,2024,4,1
489,koehnoutdoor,2023,4,5
489,koehnoutdoor,2023,5,2
489,koehnoutdoor,2024,1,1
489,koehnoutdoor,2024,3,1
489,koehnoutdoor,2024,7,1
490,landmarklandscapes,2024,8,1
553,Bloom'n Gardens Landscape LLC,2024,5,2
555,CLC of Raleigh,2024,12,1
579,Mayank's workspace,2023,2,2
579,Mayank's workspace,2023,3,5
579,Mayank's workspace,2023,4,15
579,Mayank's workspace,2023,5,28
579,Mayank's workspace,2023,6,491
579,Mayank's workspace,2023,7,70
579,Mayank's workspace,2023,8,22
579,Mayank's workspace,2023,9,33
579,Mayank's workspace,2023,10,51
579,Mayank's workspace,2023,11,31
579,Mayank's workspace,2023,12,21
579,Mayank's workspace,2024,1,18
579,Mayank's workspace,2024,2,17
579,Mayank's workspace,2024,3,37
579,Mayank's workspace,2024,4,35
579,Mayank's workspace,2024,5,55
579,Mayank's workspace,2024,6,28
579,Mayank's workspace,2024,7,41
579,Mayank's workspace,2024,8,53
579,Mayank's workspace,2024,9,32
579,Mayank's workspace,2024,10,10
579,Mayank's workspace,2024,11,16
583,Fisk Lawnscapes - Jacob's workspace,2023,3,3
583,Fisk Lawnscapes - Jacob's workspace,2023,5,3
583,Fisk Lawnscapes - Jacob's workspace,2023,6,21
583,Fisk Lawnscapes - Jacob's workspace,2023,7,20
583,Fisk Lawnscapes - Jacob's workspace,2023,9,4
583,Fisk Lawnscapes - Jacob's workspace,2023,10,3
583,Fisk Lawnscapes - Jacob's workspace,2024,3,3
583,Fisk Lawnscapes - Jacob's workspace,2024,5,13
583,Fisk Lawnscapes - Jacob's workspace,2024,6,9
583,Fisk Lawnscapes - Jacob's workspace,2024,7,29
583,Fisk Lawnscapes - Jacob's workspace,2024,10,8
583,Fisk Lawnscapes - Jacob's workspace,2024,11,2
609,Makk Landscape Group,2023,4,4
609,Makk Landscape Group,2023,5,3
609,Makk Landscape Group,2023,6,1
609,Makk Landscape Group,2024,3,1
639,Testing Org (Divya),2022,9,2
639,Testing Org (Divya),2022,10,4
639,Testing Org (Divya),2022,11,6
639,Testing Org (Divya),2022,12,4
641,Divya's workspace,2022,9,2
641,Divya's workspace,2022,10,4
641,Divya's workspace,2022,11,6
641,Divya's workspace,2022,12,4
644,Test Workspace,2022,9,5
644,Test Workspace,2022,10,5
644,Test Workspace,2022,11,4
644,Test Workspace,2022,12,2
644,Test Workspace,2023,1,3
644,Test Workspace,2023,2,1
644,Test Workspace,2023,3,4
644,Test Workspace,2023,4,39
644,Test Workspace,2023,5,68
644,Test Workspace,2023,6,100
644,Test Workspace,2023,7,96
644,Test Workspace,2023,8,52
644,Test Workspace,2023,9,31
644,Test Workspace,2023,10,102
644,Test Workspace,2023,11,38
644,Test Workspace,2023,12,35
644,Test Workspace,2024,1,82
644,Test Workspace,2024,2,51
644,Test Workspace,2024,3,91
644,Test Workspace,2024,4,66
644,Test Workspace,2024,5,105
644,Test Workspace,2024,6,32
644,Test Workspace,2024,7,66
644,Test Workspace,2024,8,33
644,Test Workspace,2024,9,2507
644,Test Workspace,2024,10,10
644,Test Workspace,2024,11,6
644,Test Workspace,2024,12,1
656,Admin12345,2022,9,24
656,Admin12345,2022,10,33
656,Admin12345,2022,11,79
656,Admin12345,2022,12,24
656,Admin12345,2023,1,13
656,Admin12345,2023,2,14
656,Admin12345,2023,3,56
656,Admin12345,2023,4,175
656,Admin12345,2023,5,145
656,Admin12345,2023,6,115
656,Admin12345,2023,7,93
656,Admin12345,2023,8,33
656,Admin12345,2023,9,27
656,Admin12345,2023,10,48
656,Admin12345,2023,11,14
656,Admin12345,2023,12,45
656,Admin12345,2024,1,34
656,Admin12345,2024,2,46
656,Admin12345,2024,3,76
656,Admin12345,2024,4,66
656,Admin12345,2024,5,114
656,Admin12345,2024,6,47
656,Admin12345,2024,7,96
656,Admin12345,2024,8,45
656,Admin12345,2024,9,2553
656,Admin12345,2024,10,33
656,Admin12345,2024,11,17
656,Admin12345,2024,12,1
659,Landscapes Unlimited,2023,8,3
659,Landscapes Unlimited,2023,11,2
659,Landscapes Unlimited,2024,1,1
659,Landscapes Unlimited,2024,4,2
659,Landscapes Unlimited,2024,9,1
659,Landscapes Unlimited,2024,10,3
662,Matthew's workspace,2022,9,3
669,ABC landscape,2022,9,4
669,ABC landscape,2023,1,2
669,ABC landscape,2023,2,1
669,ABC landscape,2023,3,3
669,ABC landscape,2023,4,12
669,ABC landscape,2023,5,11
669,ABC landscape,2023,6,10
669,ABC landscape,2023,7,2
669,ABC landscape,2023,8,7
669,ABC landscape,2023,10,4
669,ABC landscape,2023,11,1
669,ABC landscape,2023,12,1
669,ABC landscape,2024,1,2
669,ABC landscape,2024,2,2
669,ABC landscape,2024,3,9
669,ABC landscape,2024,4,11
669,ABC landscape,2024,5,7
669,ABC landscape,2024,6,44
669,ABC landscape,2024,7,15
669,ABC landscape,2024,8,6
669,ABC landscape,2024,9,14
669,ABC landscape,2024,11,8
692,Siterecon Test,2022,9,39
692,Siterecon Test,2022,10,57
692,Siterecon Test,2022,11,94
692,Siterecon Test,2022,12,30
692,Siterecon Test,2023,1,20
692,Siterecon Test,2023,2,20
692,Siterecon Test,2023,3,61
692,Siterecon Test,2023,4,193
692,Siterecon Test,2023,5,180
692,Siterecon Test,2023,6,626
692,Siterecon Test,2023,7,203
692,Siterecon Test,2023,8,96
692,Siterecon Test,2023,9,85
692,Siterecon Test,2023,10,198
692,Siterecon Test,2023,11,81
692,Siterecon Test,2023,12,94
692,Siterecon Test,2024,1,159
692,Siterecon Test,2024,2,166
692,Siterecon Test,2024,3,250
692,Siterecon Test,2024,4,236
692,Siterecon Test,2024,5,414
692,Siterecon Test,2024,6,116
692,Siterecon Test,2024,7,226
692,Siterecon Test,2024,8,188
692,Siterecon Test,2024,9,2732
692,Siterecon Test,2024,10,79
692,Siterecon Test,2024,11,69
692,Siterecon Test,2024,12,3
703,Workspace 1,2022,11,1
703,Workspace 1,2023,2,2
703,Workspace 1,2023,5,3
703,Workspace 1,2024,4,1
704,Sarasota,2024,1,1
704,Sarasota,2024,7,2
704,Sarasota,2024,8,2
704,Sarasota,2024,9,1
704,Sarasota,2024,10,4
711,Sikorski Landscaping Inc.,2023,10,1
713,Villegas Landscaping,2023,4,1
713,Villegas Landscaping,2023,10,2
715,Green Biz,2023,5,1
715,Green Biz,2023,10,1
715,Green Biz,2023,12,1
715,Green Biz,2024,2,2
715,Green Biz,2024,5,2
717,Nick's workspace,2023,7,1
725,Test Workspace 1,2022,9,5
725,Test Workspace 1,2022,10,17
725,Test Workspace 1,2022,11,6
725,Test Workspace 1,2022,12,2
725,Test Workspace 1,2023,1,3
725,Test Workspace 1,2023,2,1
725,Test Workspace 1,2023,3,4
725,Test Workspace 1,2023,4,39
725,Test Workspace 1,2023,5,66
725,Test Workspace 1,2023,6,79
725,Test Workspace 1,2023,7,54
725,Test Workspace 1,2023,8,12
725,Test Workspace 1,2023,9,9
725,Test Workspace 1,2023,10,32
725,Test Workspace 1,2023,11,8
725,Test Workspace 1,2023,12,16
725,Test Workspace 1,2024,1,19
725,Test Workspace 1,2024,2,14
725,Test Workspace 1,2024,3,39
725,Test Workspace 1,2024,4,32
725,Test Workspace 1,2024,5,105
725,Test Workspace 1,2024,6,32
725,Test Workspace 1,2024,7,66
725,Test Workspace 1,2024,8,33
725,Test Workspace 1,2024,9,2507
725,Test Workspace 1,2024,10,10
725,Test Workspace 1,2024,11,6
725,Test Workspace 1,2024,12,1
727,LandCare (Lorton),2022,9,14
727,LandCare (Lorton),2022,10,5
727,LandCare (Lorton),2022,11,12
727,LandCare (Lorton),2022,12,2
727,LandCare (Lorton),2023,1,1
727,LandCare (Lorton),2023,2,9
727,LandCare (Lorton),2023,3,1
727,LandCare (Lorton),2023,4,11
727,LandCare (Lorton),2023,5,5
727,LandCare (Lorton),2023,7,15
727,LandCare (Lorton),2023,8,18
727,LandCare (Lorton),2023,9,142
727,LandCare (Lorton),2023,10,12
727,LandCare (Lorton),2023,11,4
727,LandCare (Lorton),2024,1,1
727,LandCare (Lorton),2024,2,12
727,LandCare (Lorton),2024,3,22
727,LandCare (Lorton),2024,4,89
727,LandCare (Lorton),2024,5,178
727,LandCare (Lorton),2024,6,154
727,LandCare (Lorton),2024,7,34
727,LandCare (Lorton),2024,8,38
727,LandCare (Lorton),2024,9,29
727,LandCare (Lorton),2024,10,48
727,LandCare (Lorton),2024,11,24
728,LandCare (Dulles Branch),2022,9,14
728,LandCare (Dulles Branch),2022,10,5
728,LandCare (Dulles Branch),2022,11,3
728,LandCare (Dulles Branch),2023,1,1
728,LandCare (Dulles Branch),2023,2,5
728,LandCare (Dulles Branch),2023,3,1
728,LandCare (Dulles Branch),2023,4,5
728,LandCare (Dulles Branch),2023,7,15
728,LandCare (Dulles Branch),2023,8,14
728,LandCare (Dulles Branch),2023,9,138
728,LandCare (Dulles Branch),2023,10,5
728,LandCare (Dulles Branch),2024,2,12
728,LandCare (Dulles Branch),2024,3,23
728,LandCare (Dulles Branch),2024,4,77
728,LandCare (Dulles Branch),2024,5,119
728,LandCare (Dulles Branch),2024,6,192
728,LandCare (Dulles Branch),2024,7,106
728,LandCare (Dulles Branch),2024,8,15
728,LandCare (Dulles Branch),2024,9,14
728,LandCare (Dulles Branch),2024,10,8
728,LandCare (Dulles Branch),2024,11,3
739,t1,2022,9,5
739,t1,2022,10,5
739,t1,2022,11,4
739,t1,2022,12,2
739,t1,2023,1,3
739,t1,2023,2,1
739,t1,2023,3,4
739,t1,2023,4,39
739,t1,2023,5,68
739,t1,2023,6,100
739,t1,2023,7,96
739,t1,2023,8,52
739,t1,2023,9,31
739,t1,2023,10,60
739,t1,2023,11,31
739,t1,2023,12,35
739,t1,2024,1,82
739,t1,2024,2,51
739,t1,2024,3,91
739,t1,2024,4,66
739,t1,2024,5,105
739,t1,2024,6,32
739,t1,2024,7,66
739,t1,2024,8,33
739,t1,2024,9,2507
739,t1,2024,10,10
739,t1,2024,11,6
739,t1,2024,12,1
750,LawnPros Maintenance,2022,12,1
750,LawnPros Maintenance,2023,1,1
750,LawnPros Maintenance,2023,2,53
750,LawnPros Maintenance,2023,3,10
750,LawnPros Maintenance,2023,4,18
750,LawnPros Maintenance,2023,5,6
750,LawnPros Maintenance,2023,6,31
750,LawnPros Maintenance,2023,7,37
750,LawnPros Maintenance,2023,8,66
750,LawnPros Maintenance,2023,9,1
752,Villas of Stratford,2022,9,3
753,Cornerstone Partners Hort. Srvcs. Co.,2024,9,1
755,Cutters Properties,2024,3,1
763,test pk,2023,3,1
763,test pk,2023,4,11
763,test pk,2023,5,3
763,test pk,2023,7,9
763,test pk,2023,11,1
763,test pk,2023,12,1
763,test pk,2024,2,1
763,test pk,2024,3,11
763,test pk,2024,4,4
763,test pk,2024,6,2
763,test pk,2024,10,4
769,LMC's Workspace,2023,8,8
769,LMC's Workspace,2023,9,4
769,LMC's Workspace,2023,10,5
786,ryan's workspace,2023,10,7
790,Spring Lake Park Savatree,2023,4,11
790,Spring Lake Park Savatree,2023,5,49
790,Spring Lake Park Savatree,2023,6,17
790,Spring Lake Park Savatree,2023,7,1
790,Spring Lake Park Savatree,2023,8,6
790,Spring Lake Park Savatree,2023,9,2
792,Luis's workspace,2022,10,1
816,Siterecon Dumpyard,2022,9,5
816,Siterecon Dumpyard,2022,10,5
816,Siterecon Dumpyard,2022,11,4
816,Siterecon Dumpyard,2022,12,2
816,Siterecon Dumpyard,2023,1,3
816,Siterecon Dumpyard,2023,2,1
816,Siterecon Dumpyard,2023,3,4
816,Siterecon Dumpyard,2023,4,39
816,Siterecon Dumpyard,2023,5,66
816,Siterecon Dumpyard,2023,6,79
816,Siterecon Dumpyard,2023,7,54
816,Siterecon Dumpyard,2023,8,12
816,Siterecon Dumpyard,2023,9,9
816,Siterecon Dumpyard,2023,10,32
816,Siterecon Dumpyard,2023,11,8
816,Siterecon Dumpyard,2023,12,16
816,Siterecon Dumpyard,2024,1,19
816,Siterecon Dumpyard,2024,2,14
816,Siterecon Dumpyard,2024,3,39
816,Siterecon Dumpyard,2024,4,32
816,Siterecon Dumpyard,2024,5,105
816,Siterecon Dumpyard,2024,6,32
816,Siterecon Dumpyard,2024,7,66
816,Siterecon Dumpyard,2024,8,33
816,Siterecon Dumpyard,2024,9,2507
816,Siterecon Dumpyard,2024,10,10
816,Siterecon Dumpyard,2024,11,6
816,Siterecon Dumpyard,2024,12,1
821,Tricia's workspace,2024,4,4
821,Tricia's workspace,2024,5,62
821,Tricia's workspace,2024,6,32
821,Tricia's workspace,2024,7,3
821,Tricia's workspace,2024,8,11
821,Tricia's workspace,2024,9,2
826,ryan's workspace,2023,10,7
828,ravi's Workspace,2023,10,2
828,ravi's Workspace,2024,10,1
828,ravi's Workspace,2024,11,1
831,Yellowstone-SR,2023,10,1
832,CPM Landscaping-SR,2023,9,1
832,CPM Landscaping-SR,2024,11,1
834,Test-22/09/2211,2022,9,5
834,Test-22/09/2211,2022,10,5
834,Test-22/09/2211,2022,11,4
834,Test-22/09/2211,2022,12,2
834,Test-22/09/2211,2023,1,3
834,Test-22/09/2211,2023,2,1
834,Test-22/09/2211,2023,3,4
834,Test-22/09/2211,2023,4,39
834,Test-22/09/2211,2023,5,68
834,Test-22/09/2211,2023,6,100
834,Test-22/09/2211,2023,7,96
834,Test-22/09/2211,2023,8,52
834,Test-22/09/2211,2023,9,31
834,Test-22/09/2211,2023,10,60
834,Test-22/09/2211,2023,11,31
834,Test-22/09/2211,2023,12,35
834,Test-22/09/2211,2024,1,82
834,Test-22/09/2211,2024,2,51
834,Test-22/09/2211,2024,3,91
834,Test-22/09/2211,2024,4,66
834,Test-22/09/2211,2024,5,105
834,Test-22/09/2211,2024,6,32
834,Test-22/09/2211,2024,7,66
834,Test-22/09/2211,2024,8,33
834,Test-22/09/2211,2024,9,2507
834,Test-22/09/2211,2024,10,10
834,Test-22/09/2211,2024,11,6
834,Test-22/09/2211,2024,12,1
840,Greenscape Durham,2023,4,10
840,Greenscape Durham,2023,5,7
840,Greenscape Durham,2023,6,5
840,Greenscape Durham,2023,7,5
840,Greenscape Durham,2023,8,17
840,Greenscape Durham,2023,9,4
840,Greenscape Durham,2023,10,10
840,Greenscape Durham,2023,11,2
840,Greenscape Durham,2023,12,3
840,Greenscape Durham,2024,1,1
840,Greenscape Durham,2024,5,1
841,Greenscape Holly Springs,2023,3,5
841,Greenscape Holly Springs,2023,4,13
841,Greenscape Holly Springs,2023,5,1
841,Greenscape Holly Springs,2023,6,1
841,Greenscape Holly Springs,2023,7,5
841,Greenscape Holly Springs,2023,8,15
841,Greenscape Holly Springs,2023,9,3
841,Greenscape Holly Springs,2023,10,11
841,Greenscape Holly Springs,2023,11,2
841,Greenscape Holly Springs,2023,12,3
842,Greenscape New Hill,2023,4,10
842,Greenscape New Hill,2023,5,1
842,Greenscape New Hill,2023,6,1
842,Greenscape New Hill,2023,7,5
842,Greenscape New Hill,2023,8,15
842,Greenscape New Hill,2023,9,3
842,Greenscape New Hill,2023,10,9
842,Greenscape New Hill,2023,11,2
842,Greenscape New Hill,2023,12,3
843,Greenscape Raleigh,2023,4,10
843,Greenscape Raleigh,2023,5,1
843,Greenscape Raleigh,2023,6,1
843,Greenscape Raleigh,2023,7,5
843,Greenscape Raleigh,2023,8,15
843,Greenscape Raleigh,2023,9,3
843,Greenscape Raleigh,2023,10,9
843,Greenscape Raleigh,2023,11,2
843,Greenscape Raleigh,2023,12,3
844,Greenscape Zebulon,2023,4,10
844,Greenscape Zebulon,2023,5,1
844,Greenscape Zebulon,2023,6,1
844,Greenscape Zebulon,2023,7,5
844,Greenscape Zebulon,2023,8,15
844,Greenscape Zebulon,2023,9,3
844,Greenscape Zebulon,2023,10,9
844,Greenscape Zebulon,2023,11,2
844,Greenscape Zebulon,2023,12,3
847,Blue Lotus Outdoors,2023,9,1
847,Blue Lotus Outdoors,2023,12,4
848,Complete Property Maintenance,2023,9,1
848,Complete Property Maintenance,2024,11,1
854,Vintage Landscape,2023,5,1
854,Vintage Landscape,2023,6,3
854,Vintage Landscape,2024,6,1
854,Vintage Landscape,2024,7,4
854,Vintage Landscape,2024,8,3
854,Vintage Landscape,2024,9,1
854,Vintage Landscape,2024,10,2
860,Robert's workspace,2022,9,1
860,Robert's workspace,2023,1,3
860,Robert's workspace,2023,3,8
860,Robert's workspace,2023,4,25
860,Robert's workspace,2023,5,7
860,Robert's workspace,2023,7,50
860,Robert's workspace,2023,8,22
860,Robert's workspace,2023,9,4
860,Robert's workspace,2023,10,3
860,Robert's workspace,2023,11,11
860,Robert's workspace,2023,12,2
860,Robert's workspace,2024,1,8
860,Robert's workspace,2024,2,15
860,Robert's workspace,2024,3,5
861,Robert's workspace,2023,4,5
861,Robert's workspace,2023,5,2
866,Order Queue Test Org,2022,9,10
866,Order Queue Test Org,2022,10,19
866,Order Queue Test Org,2022,11,12
866,Order Queue Test Org,2022,12,6
866,Order Queue Test Org,2023,1,5
866,Order Queue Test Org,2023,2,1
866,Order Queue Test Org,2023,3,6
866,Order Queue Test Org,2023,4,39
866,Order Queue Test Org,2023,5,89
866,Order Queue Test Org,2023,6,566
866,Order Queue Test Org,2023,7,118
866,Order Queue Test Org,2023,8,33
866,Order Queue Test Org,2023,9,40
866,Order Queue Test Org,2023,10,81
866,Order Queue Test Org,2023,11,27
866,Order Queue Test Org,2023,12,35
866,Order Queue Test Org,2024,1,28
866,Order Queue Test Org,2024,2,27
866,Order Queue Test Org,2024,3,76
866,Order Queue Test Org,2024,4,52
866,Order Queue Test Org,2024,5,160
866,Order Queue Test Org,2024,6,60
866,Order Queue Test Org,2024,7,107
866,Order Queue Test Org,2024,8,83
866,Order Queue Test Org,2024,9,2539
866,Order Queue Test Org,2024,10,20
866,Order Queue Test Org,2024,11,22
866,Order Queue Test Org,2024,12,1
867,Ray's workspace,2023,10,2
867,Ray's workspace,2024,3,1
867,Ray's workspace,2024,4,13
867,Ray's workspace,2024,5,22
869,UKL,2024,6,7
869,UKL,2024,7,2
869,UKL,2024,9,6
869,UKL,2024,10,18
870,New_Test_org12,2022,9,18
870,New_Test_org12,2022,10,25
870,New_Test_org12,2022,11,13
870,New_Test_org12,2022,12,4
870,New_Test_org12,2023,1,10
870,New_Test_org12,2023,2,6
870,New_Test_org12,2023,3,8
870,New_Test_org12,2023,4,87
870,New_Test_org12,2023,5,105
870,New_Test_org12,2023,6,103
870,New_Test_org12,2023,7,82
870,New_Test_org12,2023,8,26
870,New_Test_org12,2023,9,16
870,New_Test_org12,2023,10,48
870,New_Test_org12,2023,11,10
870,New_Test_org12,2023,12,45
870,New_Test_org12,2024,1,31
870,New_Test_org12,2024,2,46
870,New_Test_org12,2024,3,66
870,New_Test_org12,2024,4,51
870,New_Test_org12,2024,5,110
870,New_Test_org12,2024,6,36
870,New_Test_org12,2024,7,89
870,New_Test_org12,2024,8,45
870,New_Test_org12,2024,9,2553
870,New_Test_org12,2024,10,33
870,New_Test_org12,2024,11,17
870,New_Test_org12,2024,12,1
871,Tree Amigos,2024,4,6
873,Pro-Green Services LLC,2023,11,4
873,Pro-Green Services LLC,2023,12,8
873,Pro-Green Services LLC,2024,2,12
873,Pro-Green Services LLC,2024,3,1
873,Pro-Green Services LLC,2024,4,3
873,Pro-Green Services LLC,2024,5,2
873,Pro-Green Services LLC,2024,9,2
873,Pro-Green Services LLC,2024,10,5
873,Pro-Green Services LLC,2024,11,1
873,Pro-Green Services LLC,2024,12,1
875,CTR Landscape,2022,11,1
875,CTR Landscape,2023,5,3
885,Snehil's workspace,2022,9,2
890,Disney Land,2022,10,2
896,Pitzer's Lawn Management,2022,12,2
896,Pitzer's Lawn Management,2023,1,1
896,Pitzer's Lawn Management,2023,3,4
896,Pitzer's Lawn Management,2023,4,2
896,Pitzer's Lawn Management,2023,6,16
896,Pitzer's Lawn Management,2023,7,4
896,Pitzer's Lawn Management,2023,8,16
896,Pitzer's Lawn Management,2023,9,3
896,Pitzer's Lawn Management,2023,10,8
896,Pitzer's Lawn Management,2023,11,29
896,Pitzer's Lawn Management,2023,12,32
896,Pitzer's Lawn Management,2024,1,38
896,Pitzer's Lawn Management,2024,2,21
896,Pitzer's Lawn Management,2024,3,28
896,Pitzer's Lawn Management,2024,4,5
896,Pitzer's Lawn Management,2024,5,3
896,Pitzer's Lawn Management,2024,6,7
896,Pitzer's Lawn Management,2024,7,13
896,Pitzer's Lawn Management,2024,8,21
896,Pitzer's Lawn Management,2024,10,3
900,Jennifer's workspace,2023,10,2
903,Tim's Complete Landscape Management,2023,9,1
903,Tim's Complete Landscape Management,2024,1,10
903,Tim's Complete Landscape Management,2024,2,17
903,Tim's Complete Landscape Management,2024,3,4
903,Tim's Complete Landscape Management,2024,4,1
903,Tim's Complete Landscape Management,2024,5,307
903,Tim's Complete Landscape Management,2024,6,96
903,Tim's Complete Landscape Management,2024,7,5
903,Tim's Complete Landscape Management,2024,8,122
903,Tim's Complete Landscape Management,2024,9,127
903,Tim's Complete Landscape Management,2024,10,119
903,Tim's Complete Landscape Management,2024,11,76
903,Tim's Complete Landscape Management,2024,12,74
916,William Crews,2022,10,1
917,Johnny's workspace,2023,8,2
929,Bulk Mail Test Org,2022,9,2
929,Bulk Mail Test Org,2022,10,4
929,Bulk Mail Test Org,2022,11,6
929,Bulk Mail Test Org,2022,12,4
937,Test Scape1,2022,9,5
937,Test Scape1,2022,10,5
937,Test Scape1,2022,11,4
937,Test Scape1,2022,12,2
937,Test Scape1,2023,1,3
937,Test Scape1,2023,2,1
937,Test Scape1,2023,3,4
937,Test Scape1,2023,4,39
937,Test Scape1,2023,5,66
937,Test Scape1,2023,6,79
937,Test Scape1,2023,7,54
937,Test Scape1,2023,8,12
937,Test Scape1,2023,9,9
937,Test Scape1,2023,10,32
937,Test Scape1,2023,11,8
937,Test Scape1,2023,12,16
937,Test Scape1,2024,1,19
937,Test Scape1,2024,2,14
937,Test Scape1,2024,3,39
937,Test Scape1,2024,4,32
937,Test Scape1,2024,5,105
937,Test Scape1,2024,6,32
937,Test Scape1,2024,7,66
937,Test Scape1,2024,8,33
937,Test Scape1,2024,9,2507
937,Test Scape1,2024,10,10
937,Test Scape1,2024,11,6
937,Test Scape1,2024,12,1
938,Test ORG123,2022,9,8
938,Test ORG123,2022,10,15
938,Test ORG123,2022,11,6
938,Test ORG123,2022,12,2
938,Test ORG123,2023,1,5
938,Test ORG123,2023,2,1
938,Test ORG123,2023,3,6
938,Test ORG123,2023,4,39
938,Test ORG123,2023,5,89
938,Test ORG123,2023,6,566
938,Test ORG123,2023,7,118
938,Test ORG123,2023,8,33
938,Test ORG123,2023,9,40
938,Test ORG123,2023,10,81
938,Test ORG123,2023,11,27
938,Test ORG123,2023,12,35
938,Test ORG123,2024,1,28
938,Test ORG123,2024,2,27
938,Test ORG123,2024,3,76
938,Test ORG123,2024,4,52
938,Test ORG123,2024,5,160
938,Test ORG123,2024,6,60
938,Test ORG123,2024,7,107
938,Test ORG123,2024,8,83
938,Test ORG123,2024,9,2539
938,Test ORG123,2024,10,20
938,Test ORG123,2024,11,22
938,Test ORG123,2024,12,1
945,Josh's workspace,2022,10,1
947,Testing Enterprise Plan Request,2022,9,5
947,Testing Enterprise Plan Request,2022,10,5
947,Testing Enterprise Plan Request,2022,11,4
947,Testing Enterprise Plan Request,2022,12,2
947,Testing Enterprise Plan Request,2023,1,3
947,Testing Enterprise Plan Request,2023,2,1
947,Testing Enterprise Plan Request,2023,3,4
947,Testing Enterprise Plan Request,2023,4,39
947,Testing Enterprise Plan Request,2023,5,66
947,Testing Enterprise Plan Request,2023,6,79
947,Testing Enterprise Plan Request,2023,7,54
947,Testing Enterprise Plan Request,2023,8,12
947,Testing Enterprise Plan Request,2023,9,9
947,Testing Enterprise Plan Request,2023,10,32
947,Testing Enterprise Plan Request,2023,11,8
947,Testing Enterprise Plan Request,2023,12,16
947,Testing Enterprise Plan Request,2024,1,19
947,Testing Enterprise Plan Request,2024,2,14
947,Testing Enterprise Plan Request,2024,3,39
947,Testing Enterprise Plan Request,2024,4,32
947,Testing Enterprise Plan Request,2024,5,105
947,Testing Enterprise Plan Request,2024,6,32
947,Testing Enterprise Plan Request,2024,7,66
947,Testing Enterprise Plan Request,2024,8,33
947,Testing Enterprise Plan Request,2024,9,2507
947,Testing Enterprise Plan Request,2024,10,10
947,Testing Enterprise Plan Request,2024,11,6
947,Testing Enterprise Plan Request,2024,12,1
949,Test_Banner,2022,9,18
949,Test_Banner,2022,10,37
949,Test_Banner,2022,11,15
949,Test_Banner,2022,12,4
949,Test_Banner,2023,1,10
949,Test_Banner,2023,2,6
949,Test_Banner,2023,3,8
949,Test_Banner,2023,4,87
949,Test_Banner,2023,5,105
949,Test_Banner,2023,6,103
949,Test_Banner,2023,7,82
949,Test_Banner,2023,8,26
949,Test_Banner,2023,9,16
949,Test_Banner,2023,10,48
949,Test_Banner,2023,11,10
949,Test_Banner,2023,12,45
949,Test_Banner,2024,1,31
949,Test_Banner,2024,2,46
949,Test_Banner,2024,3,66
949,Test_Banner,2024,4,51
949,Test_Banner,2024,5,110
949,Test_Banner,2024,6,36
949,Test_Banner,2024,7,89
949,Test_Banner,2024,8,45
949,Test_Banner,2024,9,2553
949,Test_Banner,2024,10,33
949,Test_Banner,2024,11,17
949,Test_Banner,2024,12,1
958,My home,2023,4,1
958,My home,2024,4,2
959,Essential-Admin,2022,9,5
959,Essential-Admin,2022,10,5
959,Essential-Admin,2022,11,4
959,Essential-Admin,2022,12,2
959,Essential-Admin,2023,1,3
959,Essential-Admin,2023,2,6
959,Essential-Admin,2023,3,8
959,Essential-Admin,2023,4,87
959,Essential-Admin,2023,5,105
959,Essential-Admin,2023,6,103
959,Essential-Admin,2023,7,82
959,Essential-Admin,2023,8,26
959,Essential-Admin,2023,9,16
959,Essential-Admin,2023,10,48
959,Essential-Admin,2023,11,10
959,Essential-Admin,2023,12,45
959,Essential-Admin,2024,1,31
959,Essential-Admin,2024,2,46
959,Essential-Admin,2024,3,66
